City,Country,Latitude,Longitude,Date,Max Temperature,Humidity,Wind Speed,Cloudiness
Nelson Bay,AU,-32.72,152.14,1563773782,72.0,43,5.82,0
Nabire,ID,-3.36,135.5,1563773782,78.13,75,5.59,97
San Cristobal,EC,-1.02,-79.44,1563773783,71.65,74,12.68,90
Roma,AU,-26.57,148.79,1563773783,72.01,30,6.42,0
Kinablangan,PH,7.69,126.55,1563773784,80.11,86,3.09,92
Acari,PE,-15.44,-74.62,1563773784,56.35,89,14.97,100
Wadsworth,US,41.03,-81.73,1563773500,73.4,100,6.93,75
Epe,NG,6.59,3.98,1563773785,77.23,85,13.42,97
Qasigiannguit,GL,68.82,-51.19,1563773785,44.6,81,2.91,23
Sepuka,TZ,-4.75,34.53,1563773785,68.05,38,15.23,23
Kamina,CD,-8.74,25.0,1563773786,66.07,31,8.48,0
Kysyl-Syr,RU,63.9,122.77,1563773786,74.89,23,11.21,0
Linxia,CN,35.6,103.21,1563773786,72.01,50,5.3,0
Pochutla,MX,15.74,-96.47,1563773787,79.0,84,8.99,100
Hauterive,CA,49.18,-68.27,1563773787,64.4,59,8.05,90
Derzhavinsk,KZ,51.1,66.31,1563773787,77.05,45,18.57,0
Heilbron,ZA,-27.29,27.97,1563773788,38.71,83,7.05,0
Puerto Escondido,MX,15.86,-97.07,1563773788,78.31,84,3.36,100
Rebrikha,RU,53.08,82.34,1563773788,71.29,44,3.02,0
Valdivia,CL,-39.81,-73.25,1563773789,33.8,100,2.24,40
Okha,RU,53.59,142.95,1563773789,53.11,96,11.03,100
Deputatskiy,RU,69.3,139.9,1563773789,37.63,82,9.89,89
Kuandian,CN,40.73,124.78,1563773790,85.15,67,7.23,13
Beyneu,KZ,45.32,55.19,1563773790,93.79,15,13.58,68
Khandyga,RU,62.65,135.58,1563773790,69.49,24,17.2,0
Hambantota,LK,6.12,81.12,1563773791,80.6,94,3.36,90
Zhangjiakou,CN,40.77,114.88,1563773791,62.29,66,11.41,100
Kalevala,RU,65.2,31.17,1563773791,64.09,67,2.95,64
Bloomsburg,US,41.0,-76.45,1563773792,78.01,94,4.7,75
Souillac,MU,-20.52,57.52,1563773792,75.2,78,8.05,20
Barra,BR,-11.09,-43.14,1563773792,64.45,82,3.8,19
Haines Junction,CA,60.75,-137.51,1563773793,52.57,86,5.57,96
Quzhou,CN,28.97,118.86,1563773794,97.21,50,1.45,37
Grand Gaube,MU,-20.01,57.66,1563773794,75.2,78,8.05,20
Popondetta,PG,-8.77,148.24,1563773795,70.93,90,3.74,96
Graaff-Reinet,ZA,-32.25,24.53,1563773795,53.47,20,17.09,0
Kondinskoye,RU,59.65,67.41,1563773795,78.13,59,11.41,0
Pokhara,NP,28.21,83.99,1563773796,64.99,84,7.47,51
Omboue,GA,-1.57,9.26,1563773796,74.71,87,14.72,100
Udachnyy,RU,66.42,112.4,1563773796,78.8,22,4.47,0
Guilin,CN,25.28,110.29,1563773797,87.8,70,6.71,75
Kirensk,RU,57.78,108.12,1563773797,78.49,29,6.11,78
Maceio,BR,-9.67,-35.74,1563773601,75.2,73,8.05,40
Havelock,US,34.88,-76.9,1563773798,82.99,78,11.41,1
Sur,OM,22.57,59.53,1563773798,89.65,46,5.01,0
Chazuta,PE,-6.57,-76.13,1563773798,64.45,96,1.81,40
Komsomolskiy,RU,67.55,63.78,1563773799,66.79,60,13.71,98
Aksha,RU,50.28,113.29,1563773799,81.19,33,2.98,5
Banda Aceh,ID,5.56,95.32,1563773502,84.61,65,6.6,59
Saint-Denis,RE,-20.87,55.47,1563773800,71.6,73,10.29,90
Labuhan,ID,-2.54,115.51,1563773800,92.89,36,3.09,0
Huescar,ES,37.81,-2.54,1563773800,72.0,71,1.86,0
Hobyo,SO,5.35,48.53,1563773801,85.33,40,28.12,6
Kontagora,NG,10.4,5.47,1563773801,73.27,90,4.81,85
Walvis Bay,NA,-22.95,14.51,1563773802,60.8,93,4.7,90
Kampene,CD,-3.59,26.67,1563773802,74.35,68,0.67,8
Kranj,SI,46.24,14.36,1563773802,77.0,88,2.24,20
Aklavik,CA,68.22,-135.01,1563773803,62.6,72,2.24,75
Messina,ZA,-22.35,30.04,1563773803,51.85,69,5.19,0
Alyangula,AU,-13.85,136.42,1563773803,84.2,30,12.75,63
Sobolevo,RU,54.43,31.9,1563773804,65.89,79,7.38,78
Chifeng,CN,42.27,118.96,1563773804,86.77,30,29.1,100
Hofn,IS,64.25,-15.21,1563773804,40.15,97,10.27,99
Alice Springs,AU,-23.7,133.88,1563773805,75.2,22,8.05,0
Kaspiyskiy,RU,45.39,47.37,1563773805,77.05,53,12.77,100
Meulaboh,ID,4.14,96.13,1563773806,82.81,61,1.66,76
San Carlos de Bariloche,AR,-41.13,-71.31,1563773669,32.0,83,11.41,40
Mehamn,NO,71.03,27.85,1563773806,59.0,72,3.36,0
Phangnga,TH,8.45,98.53,1563773806,93.2,62,6.93,20
Honningsvag,NO,70.98,25.97,1563773807,55.45,81,3.6,86
Araguari,BR,-18.65,-48.19,1563773807,60.8,72,9.17,0
Sweetwater,US,32.47,-100.41,1563773807,81.0,44,18.59,1
Kungurtug,RU,50.6,97.53,1563773808,73.99,28,5.12,0
Banepa,NP,27.63,85.52,1563773553,77.0,83,2.24,75
Ponta Delgada,PT,37.73,-25.67,1563773531,71.6,94,17.22,40
Den Helder,NL,52.96,4.76,1563773809,64.4,77,13.87,90
Wadi Maliz,TN,36.47,8.55,1563773809,73.4,68,2.24,20
Almirante,PA,9.29,-82.39,1563773809,60.01,59,10.0,100
Onda,ES,39.96,-0.26,1563773810,73.99,78,4.7,20
Amherst,CA,45.83,-64.21,1563773811,63.0,100,11.41,90
Novyy Urgal,RU,51.07,132.56,1563773811,70.75,95,1.97,100
Baykit,RU,61.68,96.39,1563773811,72.91,35,11.25,45
Vurnary,RU,55.49,46.95,1563773811,58.69,89,8.34,62
Pervomayskiy,RU,53.24,40.29,1563773812,66.79,74,3.09,0
Rome,US,34.26,-85.16,1563773813,78.01,88,3.98,75
Amuntai,ID,-2.42,115.25,1563773813,95.23,36,2.57,17
Padang,ID,-0.92,100.36,1563773813,81.73,72,0.67,13
Guerrero Negro,MX,27.97,-114.04,1563773814,66.43,89,8.57,0
Mporokoso,ZM,-9.37,30.12,1563773814,59.95,48,12.55,0
Masiga,PH,13.36,121.83,1563773814,87.01,79,3.0,100
Kalyazin,RU,57.24,37.84,1563773814,64.63,76,4.03,6
Aksu,CN,41.12,80.26,1563773815,85.87,19,3.53,0
Almaznyy,RU,48.03,40.04,1563773816,73.4,78,4.47,0
Tiznit,MA,29.7,-9.73,1563773816,66.43,95,5.21,12
Gornopravdinsk,RU,60.06,69.92,1563773816,79.03,36,9.6,0
Otukpo,NG,7.19,8.13,1563773817,72.55,96,2.53,93
Morropon,PE,-5.18,-79.97,1563773817,56.53,85,1.1,8
Antalaha,MG,-14.9,50.28,1563773817,70.21,86,4.83,10
Chipinge,ZW,-20.19,32.62,1563773818,53.65,73,5.26,0
Kawalu,ID,-7.38,108.21,1563773818,76.87,68,6.93,91
Xingcheng,CN,40.62,120.71,1563773818,106.39,19,20.85,72
Kangaba,ML,11.94,-8.41,1563773819,70.75,94,1.97,100
Christchurch,NZ,-43.53,172.64,1563773819,51.01,93,8.05,11
Mae Tha,TH,18.46,99.14,1563773820,93.99,52,6.93,75
Jasper,CA,52.88,-118.08,1563773820,47.53,75,2.37,50
Norrkoping,SE,58.59,16.18,1563773820,60.8,93,10.29,43
Macas,EC,-2.3,-78.12,1563773821,45.73,97,1.74,82
Malmesbury,ZA,-33.46,18.72,1563773821,55.0,87,10.29,40
Jertih,MY,5.74,102.5,1563773822,87.8,79,5.82,75
Oksfjord,NO,70.24,22.35,1563773822,71.6,56,11.41,0
Zacualpan,MX,21.25,-105.17,1563773823,75.99,100,4.34,90
Damietta,EG,31.42,31.81,1563773823,77.0,78,6.93,0
Rajapur,IN,25.39,81.15,1563773823,100.63,37,9.98,24
Palmer,US,61.6,-149.11,1563773824,73.4,53,3.36,1
Tezu,IN,27.93,96.16,1563773824,83.35,66,3.02,100
Port Macquarie,AU,-31.43,152.91,1563773824,75.99,52,10.29,88
Mabaruma,GY,8.2,-59.78,1563773826,71.47,99,2.17,71
Kinwat,IN,19.62,78.2,1563773826,89.83,54,8.12,0
Visavadar,IN,21.34,70.75,1563773827,90.37,57,5.01,100
Kalmunai,LK,7.42,81.82,1563773827,90.19,48,11.25,100
Yarmouth,CA,43.84,-66.12,1563773827,64.0,100,5.82,20
Gushikawa,JP,26.35,127.87,1563773828,91.4,66,8.05,1
Chenzhou,CN,25.81,113.03,1563773828,94.69,51,6.62,62
Mao,TD,14.12,15.31,1563773828,78.49,78,10.96,53
Okhotsk,RU,59.36,143.24,1563773829,66.79,55,11.86,0
Hami,CN,42.84,93.51,1563773829,85.33,16,6.91,88
Townsville,AU,-19.26,146.82,1563773829,77.0,61,17.22,20
Gedo,ET,9.01,37.45,1563773830,65.17,91,0.81,89
Matinhos,BR,-25.82,-48.53,1563773830,63.0,94,1.19,94
Bloomfield,US,40.81,-74.19,1563773830,84.2,83,4.7,75
Kaabong,UG,3.51,34.14,1563773831,69.85,73,2.21,98
Hualmay,PE,-11.1,-77.61,1563773831,62.47,84,8.9,62
Mecca,SA,21.43,39.83,1563773831,98.11,24,12.26,0
Kesova Gora,RU,57.58,37.3,1563773832,66.43,70,3.33,51
Ormara,PK,25.21,64.64,1563773832,93.25,40,4.36,0
Virginia Beach,US,36.85,-75.98,1563773832,87.01,70,8.05,1
Makasar,ID,-6.28,106.88,1563773833,93.99,55,9.17,20
Guarapari,BR,-20.67,-40.5,1563773833,66.99,100,2.24,75
Yanam,IN,16.73,82.22,1563773833,87.8,70,8.05,40
Jojoima,SL,7.88,-10.79,1563773834,70.75,99,1.72,97
Sharjah,AE,25.36,55.39,1563773834,100.4,50,13.87,52
Sirjan,IR,29.44,55.67,1563773834,92.89,8,5.5,0
